T-001 | refund_pending
T-002 | package_not_received
T-003 | unexpected_fee
T-004 | duplicate_charge
T-005 | tracking_stalled
T-006 | verification_phone_old
T-007 | package_not_received
T-008 | unexpected_fee
T-009 | app_crash
T-010 | tracking_stalled
T-011 | verification_phone_old
T-012 | password_reset_missing
T-013 | refund_pending
T-014 | damaged_item
T-015 | app_crash
T-016 | password_reset_missing
T-017 | verification_phone_old
T-018 | verification_phone_old
T-019 | payment_declined
T-020 | package_not_received
T-021 | duplicate_charge
T-022 | payment_declined
T-023 | tracking_stalled
T-024 | duplicate_charge
T-025 | unexpected_fee
T-026 | damaged_item
T-027 | tracking_stalled
T-028 | payment_declined
T-029 | app_crash
T-030 | package_not_received
T-031 | app_crash
T-032 | duplicate_charge
T-033 | damaged_item
T-034 | payment_declined
T-035 | password_reset_missing
T-036 | damaged_item
T-037 | password_reset_missing
T-038 | package_not_received
T-039 | refund_pending
T-040 | verification_phone_old
T-041 | refund_pending
T-042 | payment_declined
T-043 | tracking_stalled
T-044 | package_not_received
T-045 | damaged_item
T-046 | password_reset_missing
T-047 | duplicate_charge
T-048 | tracking_stalled
T-049 | payment_declined
T-050 | refund_pending
T-051 | refund_pending
T-052 | app_crash
T-053 | app_crash
T-054 | unexpected_fee
T-055 | verification_phone_old
T-056 | damaged_item
T-057 | duplicate_charge
T-058 | password_reset_missing
T-059 | unexpected_fee
T-060 | unexpected_fee
