T-001 | refund_pending
T-002 | password_reset_missing
T-003 | payment_declined
T-004 | verification_phone_old
T-005 | unexpected_fee
T-006 | verification_phone_old
T-007 | tracking_stalled
T-008 | app_crash
T-009 | app_crash
T-010 | damaged_item
T-011 | unexpected_fee
T-012 | verification_phone_old
T-013 | app_crash
T-014 | verification_phone_old
T-015 | tracking_stalled
T-016 | tracking_stalled
T-017 | verification_phone_old
T-018 | app_crash
T-019 | password_reset_missing
T-020 | refund_pending
T-021 | damaged_item
T-022 | duplicate_charge
T-023 | damaged_item
T-024 | duplicate_charge
T-025 | unexpected_fee
T-026 | password_reset_missing
T-027 | duplicate_charge
T-028 | damaged_item
T-029 | app_crash
T-030 | tracking_stalled
T-031 | password_reset_missing
T-032 | payment_declined
T-033 | payment_declined
T-034 | damaged_item
T-035 | payment_declined
T-036 | duplicate_charge
T-037 | verification_phone_old
T-038 | package_not_received
T-039 | package_not_received
T-040 | unexpected_fee
T-041 | duplicate_charge
T-042 | damaged_item
T-043 | package_not_received
T-044 | duplicate_charge
T-045 | tracking_stalled
T-046 | unexpected_fee
T-047 | unexpected_fee
T-048 | refund_pending
T-049 | package_not_received
T-050 | damaged_item
T-051 | password_reset_missing
T-052 | refund_pending
T-053 | unexpected_fee
T-054 | password_reset_missing
T-055 | duplicate_charge
T-056 | damaged_item
T-057 | password_reset_missing
T-058 | tracking_stalled
T-059 | verification_phone_old
T-060 | app_crash
T-061 | package_not_received
T-062 | password_reset_missing
T-063 | payment_declined
T-064 | tracking_stalled
T-065 | password_reset_missing
T-066 | refund_pending
T-067 | app_crash
T-068 | refund_pending
T-069 | payment_declined
T-070 | refund_pending
T-071 | refund_pending
T-072 | duplicate_charge
T-073 | unexpected_fee
T-074 | refund_pending
T-075 | package_not_received
T-076 | tracking_stalled
T-077 | package_not_received
T-078 | payment_declined
T-079 | tracking_stalled
T-080 | damaged_item
T-081 | payment_declined
T-082 | app_crash
T-083 | verification_phone_old
T-084 | package_not_received
T-085 | verification_phone_old
T-086 | damaged_item
T-087 | duplicate_charge
T-088 | app_crash
T-089 | app_crash
T-090 | unexpected_fee
T-091 | password_reset_missing
T-092 | package_not_received
T-093 | package_not_received
T-094 | payment_declined
T-095 | unexpected_fee
T-096 | verification_phone_old
T-097 | tracking_stalled
T-098 | duplicate_charge
T-099 | payment_declined
T-100 | damaged_item
