Completion report examples:

Required IDs: T-001, T-002, T-003
Response:
T-001 | app_crash
T-002 | refund_pending
COMPLETED_COUNT: 2

Required IDs: T-001, T-002
Response:
T-001 | damaged_item
T-002 | payment_declined
COMPLETED_COUNT: 2

Now:

Required IDs: T-001, T-002, T-003, T-004, T-005, T-006, T-007, T-008, T-009, T-010, T-011, T-012, T-013, T-014, T-015, T-016, T-017, T-018, T-019, T-020, T-021, T-022, T-023, T-024, T-025, T-026, T-027, T-028, T-029, T-030, T-031, T-032, T-033, T-034, T-035, T-036, T-037, T-038, T-039, T-040, T-041, T-042, T-043, T-044, T-045, T-046, T-047, T-048, T-049, T-050, T-051, T-052, T-053, T-054, T-055, T-056, T-057, T-058, T-059, T-060, T-061, T-062, T-063, T-064, T-065, T-066, T-067, T-068, T-069, T-070, T-071, T-072, T-073, T-074, T-075, T-076, T-077, T-078, T-079, T-080, T-081, T-082, T-083, T-084, T-085, T-086, T-087, T-088, T-089, T-090, T-091, T-092, T-093, T-094, T-095, T-096, T-097, T-098, T-099, T-100, T-101, T-102, T-103, T-104, T-105, T-106, T-107, T-108, T-109, T-110, T-111, T-112, T-113, T-114, T-115, T-116, T-117, T-118, T-119, T-120, T-121, T-122, T-123, T-124, T-125, T-126, T-127, T-128, T-129, T-130, T-131, T-132, T-133, T-134, T-135, T-136, T-137, T-138, T-139, T-140, T-141, T-142, T-143, T-144, T-145, T-146, T-147, T-148, T-149, T-150
Response:
T-001 | package_not_received
T-002 | payment_declined
T-003 | duplicate_charge
T-004 | verification_phone_old
T-005 | verification_phone_old
T-006 | tracking_stalled
T-007 | unexpected_fee
T-008 | password_reset_missing
T-009 | duplicate_charge
T-010 | duplicate_charge
T-011 | refund_pending
T-012 | unexpected_fee
T-013 | app_crash
T-014 | unexpected_fee
T-015 | tracking_stalled
T-016 | unexpected_fee
T-017 | duplicate_charge
T-018 | tracking_stalled
T-019 | package_not_received
T-020 | password_reset_missing
T-021 | tracking_stalled
T-022 | tracking_stalled
T-023 | refund_pending
T-024 | package_not_received
T-025 | unexpected_fee
T-026 | tracking_stalled
T-027 | damaged_item
T-028 | app_crash
T-029 | payment_declined
T-030 | package_not_received
T-031 | tracking_stalled
T-032 | unexpected_fee
T-033 | refund_pending
T-034 | app_crash
T-035 | refund_pending
T-036 | package_not_received
T-037 | app_crash
T-038 | app_crash
T-039 | refund_pending
T-040 | verification_phone_old
T-041 | payment_declined
T-042 | password_reset_missing
T-043 | damaged_item
T-044 | refund_pending
T-045 | unexpected_fee
T-046 | verification_phone_old
T-047 | password_reset_missing
T-048 | package_not_received
T-049 | app_crash
T-050 | package_not_received
T-051 | verification_phone_old
T-052 | tracking_stalled
T-053 | payment_declined
T-054 | payment_declined
T-055 | payment_declined
T-056 | verification_phone_old
T-057 | verification_phone_old
T-058 | tracking_stalled
T-059 | refund_pending
T-060 | tracking_stalled
T-061 | unexpected_fee
T-062 | unexpected_fee
T-063 | verification_phone_old
T-064 | package_not_received
T-065 | package_not_received
T-066 | payment_declined
T-067 | verification_phone_old
T-068 | password_reset_missing
T-069 | duplicate_charge
T-070 | refund_pending
T-071 | damaged_item
T-072 | app_crash
T-073 | app_crash
T-074 | app_crash
T-075 | password_reset_missing
T-076 | tracking_stalled
T-077 | tracking_stalled
T-078 | damaged_item
T-079 | damaged_item
T-080 | password_reset_missing
T-081 | refund_pending
T-082 | duplicate_charge
T-083 | payment_declined
T-084 | payment_declined
T-085 | damaged_item
T-086 | duplicate_charge
T-087 | tracking_stalled
T-088 | damaged_item
T-089 | app_crash
T-090 | duplicate_charge
T-091 | damaged_item
T-092 | refund_pending
T-093 | package_not_received
T-094 | app_crash
T-095 | duplicate_charge
T-096 | refund_pending
T-097 | damaged_item
T-098 | payment_declined
T-099 | password_reset_missing
T-100 | damaged_item
T-101 | verification_phone_old
T-102 | password_reset_missing
T-103 | app_crash
T-104 | app_crash
T-105 | password_reset_missing
T-106 | tracking_stalled
T-107 | tracking_stalled
T-108 | package_not_received
T-109 | unexpected_fee
T-110 | app_crash
T-111 | payment_declined
T-112 | duplicate_charge
T-113 | password_reset_missing
T-114 | tracking_stalled
T-115 | refund_pending
T-116 | verification_phone_old
T-117 | refund_pending
T-118 | verification_phone_old
T-119 | app_crash
T-120 | damaged_item
T-121 | package_not_received
T-122 | password_reset_missing
T-123 | unexpected_fee
T-124 | unexpected_fee
T-125 | unexpected_fee
T-126 | damaged_item
T-127 | app_crash
T-128 | damaged_item
T-129 | duplicate_charge
T-130 | damaged_item
T-131 | payment_declined
T-132 | verification_phone_old
T-133 | verification_phone_old
T-134 | damaged_item
T-135 | refund_pending
T-136 | refund_pending
T-137 | unexpected_fee
T-138 | payment_declined
T-139 | app_crash
T-140 | verification_phone_old
T-141 | payment_declined
T-142 | payment_declined
T-143 | password_reset_missing
T-144 | password_reset_missing
T-145 | duplicate_charge
T-146 | tracking_stalled
T-147 | tracking_stalled
T-148 | duplicate_charge
T-149 | unexpected_fee
T-150 | verification_phone_old
COMPLETED_COUNT:
