T-001 | app_crash
T-002 | unexpected_fee
T-003 | unexpected_fee
T-004 | damaged_item
T-005 | refund_pending
T-006 | payment_declined
T-007 | payment_declined
T-008 | duplicate_charge
T-009 | damaged_item
T-010 | password_reset_missing
T-011 | duplicate_charge
T-012 | app_crash
T-013 | refund_pending
T-014 | package_not_received
T-015 | damaged_item
T-016 | payment_declined
T-017 | password_reset_missing
T-018 | tracking_stalled
T-019 | password_reset_missing
T-020 | app_crash
T-021 | tracking_stalled
T-022 | payment_declined
T-023 | refund_pending
T-024 | tracking_stalled
T-025 | refund_pending
T-026 | password_reset_missing
T-027 | package_not_received
T-028 | password_reset_missing
T-029 | damaged_item
T-030 | unexpected_fee
T-031 | duplicate_charge
T-032 | duplicate_charge
T-033 | password_reset_missing
T-034 | unexpected_fee
T-035 | app_crash
T-036 | password_reset_missing
T-037 | tracking_stalled
T-038 | package_not_received
T-039 | password_reset_missing
T-040 | app_crash
