T-001 | refund_pending
T-002 | verification_phone_old
T-003 | refund_pending
T-004 | duplicate_charge
T-005 | verification_phone_old
T-006 | damaged_item
T-007 | duplicate_charge
T-008 | tracking_stalled
T-009 | refund_pending
T-010 | payment_declined
T-011 | payment_declined
T-012 | password_reset_missing
T-013 | verification_phone_old
T-014 | app_crash
T-015 | verification_phone_old
T-016 | refund_pending
T-017 | package_not_received
T-018 | password_reset_missing
T-019 | verification_phone_old
T-020 | refund_pending
T-021 | damaged_item
T-022 | refund_pending
T-023 | duplicate_charge
T-024 | refund_pending
T-025 | app_crash
T-026 | tracking_stalled
T-027 | damaged_item
T-028 | refund_pending
T-029 | payment_declined
T-030 | unexpected_fee
T-031 | app_crash
T-032 | damaged_item
T-033 | unexpected_fee
T-034 | password_reset_missing
T-035 | tracking_stalled
T-036 | refund_pending
T-037 | damaged_item
T-038 | package_not_received
T-039 | password_reset_missing
T-040 | password_reset_missing
T-041 | refund_pending
T-042 | password_reset_missing
T-043 | refund_pending
T-044 | payment_declined
T-045 | tracking_stalled
T-046 | refund_pending
T-047 | package_not_received
T-048 | payment_declined
T-049 | app_crash
T-050 | refund_pending
T-051 | app_crash
T-052 | password_reset_missing
T-053 | tracking_stalled
T-054 | password_reset_missing
T-055 | unexpected_fee
T-056 | package_not_received
T-057 | package_not_received
T-058 | password_reset_missing
T-059 | refund_pending
T-060 | duplicate_charge
T-061 | damaged_item
T-062 | app_crash
T-063 | tracking_stalled
T-064 | payment_declined
T-065 | package_not_received
T-066 | payment_declined
T-067 | app_crash
T-068 | unexpected_fee
T-069 | verification_phone_old
T-070 | tracking_stalled
T-071 | verification_phone_old
T-072 | damaged_item
T-073 | verification_phone_old
T-074 | damaged_item
T-075 | package_not_received
T-076 | payment_declined
T-077 | tracking_stalled
T-078 | tracking_stalled
T-079 | damaged_item
T-080 | verification_phone_old
T-081 | refund_pending
T-082 | duplicate_charge
T-083 | app_crash
T-084 | app_crash
T-085 | unexpected_fee
T-086 | processing_fee
