T-001 | unexpected_fee
T-002 | tracking_stalled
T-003 | verification_phone_old
T-004 | damaged_item
T-005 | password_reset_missing
T-006 | tracking_stalled
T-007 | duplicate_charge
T-008 | unexpected_fee
T-009 | damaged_item
T-010 | unexpected_fee
T-011 | verification_phone_old
T-012 | unexpected_fee
T-013 | duplicate_charge
T-014 | verification_phone_old
T-015 | tracking_stalled
T-016 | unexpected_fee
T-017 | damaged_item
T-018 | unexpected_fee
T-019 | tracking_stalled
T-020 | payment_declined
T-021 | damaged_item
T-022 | unexpected_fee
T-023 | damaged_item
T-024 | unexpected_fee
T-025 | tracking_stalled
T-026 | damaged_item
T-027 | damaged_item
T-028 | payment_declined
T-029 | verification_phone_old
T-030 | tracking_stalled
T-031 | tracking_stalled
T-032 | verification_phone_old
T-033 | verification_phone_old
T-034 | tracking_stalled
T-035 | damaged_item
T-036 | tracking_stalled
T-037 | verification_phone_old
T-038 | verification_phone_old
T-039 | unexpected_fee
T-040 | tracking_stalled
T-041 | unexpected_fee
T-042 | verification_phone_old
T-043 | unexpected_fee
T-044 | verification_phone_old
T-045 | payment_declined
T-046 | payment_declined
T-047 | unexpected_fee
T-048 | verification_phone_old
T-049 | payment_declined
T-050 | tracking_stalled
T-051 | tracking_stalled
T-052 | duplicate_charge
T-053 | unexpected_fee
T-054 | refund_pending
T-055 | tracking_stalled
T-056 | tracking_stalled
T-057 | tracking_stalled
T-058 | damaged_item
T-059 | duplicate_charge
T-060 | tracking_stalled
T-061 | tracking_stalled
T-062 | duplicate_charge
T-063 | password_reset_missing
T-064 | unexpected_fee
T-065 | payment_declined
T-066 | verification_phone_old
T-067 | damaged_item
T-068 | tracking_stalled
T-069 | tracking_stalled
T-070 | damaged_item
T-071 | duplicate_charge
T-072 | payment_declined
T-073 | unexpected_fee
T-074 | verification_phone_old
T-075 | password_reset_missing
T-076 | verification_phone_old
T-077 | tracking_stalled
T-078 | tracking_stalled
T-079 | payment_declined
T-080 | verification_phone_old
T-081 | tracking_stalled
T-082 | refund_pending
T-083 | verification_phone_old
T-084 | refund_pending
T-085 | verification_phone_old
T-086 | password_reset_missing
T-087 | damaged_item
T-088 | damaged_item
T-089 | verification_phone_old
T-090 | payment_declined
T-091 | tracking_stalled
T-092 | verification_phone_old
T-093 | tracking_stalled
T-094 | verification_phone_old
T-095 | unexpected_fee
