T-001 | unexpected_fee
T-002 | damaged_item
T-003 | tracking_stalled
T-004 | damaged_item
T-005 | app_crash
T-006 | duplicate_charge
T-007 | tracking_stalled
T-008 | unexpected_fee
T-009 | unexpected_fee
T-010 | payment_declined
T-011 | app_crash
T-012 | app_crash
T-013 | unexpected_fee
T-014 | app_crash
T-015 | damaged_item
T-016 | tracking_stalled
T-017 | damaged_item
T-018 | unexpected_fee
T-019 | verification_phone_old
T-020 | app_crash
T-021 | damaged_item
T-022 | two_factor_authentication
T-023 | tracking_stalled
T-024 | refund_pending
T-025 | tracking_stalled
T-026 | refund_pending
T-027 | payment_declined
T-028 | site_unresponsive
T-029 | damaged_item
T-030 | tracking_stalled
T-031 | duplicate_charge
T-032 | unexpected_fee
T-033 | tracking_stalled
T-034 | verification_phone_old
T-035 | duplicate_charge
T-036 | payment_declined
T-037 | refund_pending
T-038 | duplicate_charge
T-039 | account_app_crash
T-040 | verification_phone_old
T-041 | refund_pending
T-042 | verification_phone_old
T-043 | unexpected_fee
T-044 | tracking_stalled
T-045 | tracking_stalled
T-046 | account_app_crash
T-047 | two_factor_authentication
T-048 | password_reset_missing
T-049 | tracking_stalled
T-050 | unexpected_fee
T-051 | tracking_stalled
T-052 | verification_phone_old
T-053 | tracking_stalled
T-054 | verification_phone_old
T-055 | account_app_crash
T-056 | verification_phone_old
T-057 | refund_pending
T-058 | tracking_stalled
T-059 | password_reset_missing
T-060 | verification_phone_old
T-061 | duplicate_charge
T-062 | account_app_crash
T-063 | payment_declined
T-064 | site_unresponsive
T-065 | verification_phone_old
T-066 | refund_pending
T-067 | damaged_item
T-068 | account_app_crash
T-069 | refund_pending
T-070 | site_unresponsive
T-071 | unexpected_fee
T-072 | account_app_crash
T-073 | payment_declined
T-074 | verification_phone_old
T-075 | duplicate_charge
T-076 | site_unresponsive
T-077 | password_reset_missing
T-078 | damaged_item
T-079 | shopping_app_crash
T-080 | tracking_stalled
T-081 | duplicate_charge
T-082 | password_reset_missing
T-083 | tracking_stalled
T-084 | tracking_stalled
T-085 | tracking_stalled
T-086 | refund_pending
T-087 | site_unresponsive
T-088 | account_app_crash
T-089 | unexpected_fee
T-090 | site_unresponsive
T-091 | damaged_item
T-092 | unexpected_fee
T-093 | tracking_stalled
T-094 | tracking_stalled
T-095 | unexpected_fee
