C-001 | SUPPORTED | E001-01,E001-02,E001-09
C-002 | SUPPORTED | E002-06,E002-07,E002-08,E002-09
C-003 | SUPPORTED | E003-01,E003-02,E003-03,E003-07
C-004 | SUPPORTED | E004-03,E004-04,E004-07,E004-09
C-005 | SUPPORTED | E005-03,E005-04,E005-05,E005-06
C-006 | SUPPORTED | E006-02,E006-03,E006-07,E006-09
C-007 | SUPPORTED | E007-03,E007-04,E007-05,E007-06
C-008 | SUPPORTED | E008-02,E008-05,E008-06,E008-09
C-009 | SUPPORTED | E009-03,E009-04,E009-06,E009-09
C-010 | SUPPORTED | E010-05,E010-06,E010-07,E010-09
C-011 | SUPPORTED | E011-04,E011-06,E011-07,E011-08
C-012 | SUPPORTED | E012-03,E012-05,E012-06,E012-08
C-013 | SUPPORTED | E013-03,E013-05,E013-06,E013-09
C-014 | SUPPORTED | E014-03,E014-04,E014-06,E014-08
C-015 | SUPPORTED | E015-05,E015-06,E015-07,E015-09
C-016 | SUPPORTED | E016-02,E016-04,E016-05,E016-07
C-017 | SUPPORTED | E017-02,E017-03,E017-05,E017-09
C-018 | SUPPORTED | E018-03,E018-04,E018-05,E018-07
C-019 | SUPPORTED | E019-02,E019-05,E019-06,E019-08
C-020 | SUPPORTED | E020-02,E020-04,E020-05,E020-07
C-021 | SUPPORTED | E021-02,E021-04,E021-05,E021-07
C-022 | SUPPORTED | E022-03,E022-04,E022-06,E022-08
C-023 | SUPPORTED | E023-02,E023-04,E023-05,E023-07
C-024 | SUPPORTED | E024-02,E024-03,E024-05,E024-07
