Completion report examples:

Required IDs: T-001, T-002, T-003
Response:
T-001 | app_crash
T-002 | refund_pending
COMPLETED_COUNT: 2

Required IDs: T-001, T-002
Response:
T-001 | damaged_item
T-002 | payment_declined
COMPLETED_COUNT: 2

Now:

Required IDs: T-001, T-002, T-003, T-004, T-005, T-006, T-007, T-008, T-009, T-010, T-011, T-012, T-013, T-014, T-015, T-016, T-017, T-018, T-019, T-020, T-021, T-022, T-023, T-024, T-025, T-026, T-027, T-028, T-029, T-030, T-031, T-032, T-033, T-034, T-035, T-036, T-037, T-038, T-039, T-040, T-041, T-042, T-043, T-044, T-045, T-046, T-047, T-048, T-049, T-050, T-051, T-052, T-053, T-054, T-055, T-056, T-057, T-058, T-059, T-060, T-061, T-062, T-063, T-064, T-065, T-066, T-067, T-068, T-069, T-070, T-071, T-072, T-073, T-074, T-075, T-076, T-077, T-078, T-079, T-080
Response:
T-001 | password_reset_missing
T-002 | damaged_item
T-003 | refund_pending
T-004 | verification_phone_old
T-005 | refund_pending
T-006 | tracking_stalled
T-007 | duplicate_charge
T-008 | payment_declined
T-009 | unexpected_fee
T-010 | verification_phone_old
T-011 | tracking_stalled
T-012 | damaged_item
T-013 | verification_phone_old
T-014 | verification_phone_old
T-015 | tracking_stalled
T-016 | unexpected_fee
T-017 | package_not_received
T-018 | payment_declined
T-019 | package_not_received
T-020 | damaged_item
T-021 | package_not_received
T-022 | app_crash
T-023 | unexpected_fee
T-024 | payment_declined
T-025 | unexpected_fee
T-026 | duplicate_charge
T-027 | app_crash
T-028 | password_reset_missing
T-029 | payment_declined
T-030 | tracking_stalled
T-031 | unexpected_fee
T-032 | app_crash
T-033 | package_not_received
T-034 | payment_declined
T-035 | unexpected_fee
T-036 | unexpected_fee
T-037 | refund_pending
T-038 | package_not_received
T-039 | payment_declined
T-040 | package_not_received
T-041 | password_reset_missing
T-042 | refund_pending
T-043 | app_crash
T-044 | password_reset_missing
T-045 | password_reset_missing
T-046 | password_reset_missing
T-047 | tracking_stalled
T-048 | package_not_received
T-049 | duplicate_charge
T-050 | damaged_item
T-051 | package_not_received
T-052 | app_crash
T-053 | duplicate_charge
T-054 | verification_phone_old
T-055 | refund_pending
T-056 | tracking_stalled
T-057 | damaged_item
T-058 | unexpected_fee
T-059 | unexpected_fee
T-060 | package_not_received
T-061 | unexpected_fee
T-062 | package_not_received
T-063 | tracking_stalled
T-064 | tracking_stalled
T-065 | damaged_item
T-066 | duplicate_charge
T-067 | duplicate_charge
T-068 | duplicate_charge
T-069 | password_reset_missing
T-070 | verification_phone_old
T-071 | app_crash
T-072 | tracking_stalled
T-073 | app_crash
T-074 | duplicate_charge
T-075 | app_crash
T-076 | refund_pending
T-077 | password_reset_missing
T-078 | package_not_received
T-079 | tracking_stalled
T-080 |
COMPLETED_COUNT:
