T-001 | app_crash
T-002 | unexpected_fee
T-003 | damaged_item
T-004 | tracking_stalled
T-005 | refund_pending
T-006 | damaged_item
T-007 | app_crash
T-008 | unexpected_fee
T-009 | password_reset_missing
T-010 | damaged_item
T-011 | tracking_stalled
T-012 | unexpected_fee
T-013 | damaged_item
T-014 | verification_phone_old
T-015 | unexpected_fee
T-016 | unexpected_fee
T-017 | damaged_item
T-018 | verification_phone_old
T-019 | refund_pending
T-020 | tracking_stalled
T-021 | password_reset_missing
T-022 | refund_pending
T-023 | refund_pending
T-024 | password_reset_missing
T-025 | package_not_received
T-026 | verification_phone_old
T-027 | payment_declined
T-028 | unexpected_fee
T-029 | verification_phone_old
T-030 | unexpected_fee
T-031 | package_not_received
T-032 | payment_declined
T-033 | app_crash
T-034 | damaged_item
T-035 | payment_declined
T-036 | tracking_stalled
T-037 | package_not_received
T-038 | payment_declined
T-039 | tracking_stalled
T-040 | duplicate_charge
T-041 | damaged_item
T-042 | password_reset_missing
T-043 | tracking_stalled
T-044 | refund_pending
T-045 | duplicate_charge
T-046 | payment_declined
T-047 | password_reset_missing
T-048 | verification_phone_old
T-049 | tracking_stalled
T-050 | app_crash
T-051 | damaged_item
T-052 | payment_declined
T-053 | unexpected_fee
T-054 | verification_phone_old
T-055 | unexpected_fee
T-056 | password_reset_missing
T-057 | package_not_received
T-058 | app_crash
T-059 | app_crash
T-060 |
