T-001 | unexpected_fee
T-002 | payment_declined
T-003 | app_crash
T-004 | package_not_received
T-005 | payment_declined
T-006 | password_reset_missing
T-007 | payment_declined
T-008 | unexpected_fee
T-009 | package_not_received
T-010 | duplicate_charge
T-011 | damaged_item
T-012 | tracking_stalled
T-013 | damaged_item
T-014 | refund_pending
T-015 | app_crash
T-016 | refund_pending
T-017 | unexpected_fee
T-018 | password_reset_missing
T-019 | payment_declined
T-020 | unexpected_fee
T-021 | tracking_stalled
T-022 | verification_phone_old
T-023 | password_reset_missing
T-024 | damaged_item
T-025 | unexpected_fee
T-026 | tracking_stalled
T-027 | refund_pending
T-028 | password_reset_missing
T-029 | refund_pending
T-030 | password_reset_missing
T-031 | damaged_item
T-032 | refund_pending
T-033 | verification_phone_old
T-034 | duplicate_charge
T-035 | damaged_item
T-036 | password_reset_missing
T-037 | app_crash
T-038 | password_reset_missing
T-039 | app_crash
T-040 | password_reset_missing
T-041 | tracking_stalled
T-042 | unexpected_fee
T-043 | damaged_item
T-044 | verification_phone_old
T-045 | duplicate_charge
T-046 | password_reset_missing
T-047 | tracking_stalled
T-048 | refund_pending
T-049 | refund_pending
T-050 | duplicate_charge
T-051 | app_crash
T-052 | tracking_stalled
T-053 | damaged_item
T-054 | payment_declined
T-055 | refund_pending
T-056 | damaged_item
T-057 | unexpected_fee
T-058 | app_crash
T-059 | duplicate_charge
T-060 | app_crash
T-061 | payment_declined
T-062 | subscription_renewal
T-063 | app_crash
T-064 | tracking_stalled
T-065 | tracking_stalled
T-066 | verification_phone_old
T-067 | tracking_stalled
T-068 | password_reset_missing
T-069 | payment_declined
T-070 | tracking_stalled
T-071 | tracking_stalled
T-072 | payment_declined
T-073 | app_crash
T-074 | unexpected_fee
T-075 | unexpected_fee
T-076 | unexpected_fee
T-077 | payment_declined
T-078 | app_crash
T-079 | tracking_stalled
T-080 |
