T-001 | unexpected_fee
T-002 | verification_phone_old
T-003 | app_crash
T-004 | refund_pending
T-005 | app_crash
T-006 | payment_declined
T-007 | unexpected_fee
T-008 | refund_pending
T-009 | package_not_received
T-010 | tracking_stalled
T-011 | payment_declined
T-012 | tracking_stalled
T-013 | verification_phone_old
T-014 | package_not_received
T-015 | tracking_stalled
T-016 | verification_phone_old
T-017 | app_crash
T-018 | tracking_stalled
T-019 | verification_phone_old
T-020 | duplicate_charge
T-021 | duplicate_charge
T-022 | password_reset_missing
T-023 | app_crash
T-024 | unexpected_fee
T-025 | verification_phone_old
T-026 | tracking_stalled
T-027 | unexpected_fee
T-028 | tracking_stalled
T-029 | verification_phone_old
T-030 | refund_pending
T-031 | tracking_stalled
T-032 | package_not_received
T-033 | password_reset_missing
T-034 | damaged_item
T-035 | tracking_stalled
T-036 | unexpected_fee
T-037 | app_crash
T-038 | tracking_stalled
T-039 | duplicate_charge
T-040 | refund_pending
T-041 | damaged_item
T-042 | refund_pending
T-043 | damaged_item
T-044 | duplicate_charge
T-045 | unexpected_fee
T-046 | damaged_item
T-047 | refund_pending
T-048 | payment_declined
T-049 | password_reset_missing
T-050 | refund_pending
T-051 | tracking_stalled
T-052 | payment_declined
T-053 | damaged_item
T-054 | password_reset_missing
T-055 | two_factor_authentication
T-056 | password_reset_missing
T-057 | unexpected_fee
T-058 | tracking_stalled
T-059 | payment_declined
T-060 | verification_phone_old
T-061 | password_reset_missing
T-062 | subscription_renewal
T-063 | package_not_received
T-064 | app_crash
T-065 | app_crash
T-066 | payment_declined
T-067 | unexpected_fee
T-068 | refund_pending
T-069 | unexpected_fee
T-070 | tracking_stalled
T-071 | refund_pending
T-072 | subscription_renewal
T-073 | app_crash
T-074 | unexpected_fee
T-075 | verification_phone_old
T-076 | tracking_stalled
T-077 | password_reset_missing
T-078 | damaged_item
T-079 | payment_declined
T-080 |
