T-001 | verification_phone_old
T-002 | payment_declined
T-003 | refund_pending
T-004 | password_reset_missing
T-005 | app_crash
T-006 | password_reset_missing
T-007 | package_not_received
T-008 | unexpected_fee
T-009 | refund_pending
T-010 | password_reset_missing
T-011 | verification_phone_old
T-012 | package_not_received
T-013 | duplicate_charge
T-014 | refund_pending
T-015 | duplicate_charge
T-016 | payment_declined
T-017 | unexpected_fee
T-018 | app_crash
T-019 | password_reset_missing
T-020 | app_crash
T-021 | refund_pending
T-022 | refund_pending
T-023 | unexpected_fee
T-024 | damaged_item
T-025 | refund_pending
T-026 | package_not_received
T-027 | verification_phone_old
T-028 | payment_declined
T-029 | password_reset_missing
T-030 | duplicate_charge
T-031 | refund_pending
T-032 | damaged_item
T-033 | unexpected_fee
T-034 | unexpected_fee
T-035 | payment_declined
T-036 | tracking_stalled
T-037 | payment_declined
T-038 | package_not_received
T-039 | damaged_item
T-040 | package_not_received
T-041 | duplicate_charge
T-042 | two_factor_authentication
T-043 | tracking_stalled
T-044 | app_crash
T-045 | damaged_item
T-046 | package_not_received
T-047 | payment_declined
T-048 | unexpected_fee
T-049 | payment_declined
T-050 | package_not_received
T-051 | password_reset_missing
T-052 | damaged_item
T-053 | package_not_received
T-054 | tracking_stalled
T-055 | duplicate_charge
T-056 | verification_phone_old
T-057 | package_not_received
T-058 | app_crash
T-059 | app_crash
T-060 |
