T-001 | tracking_stalled
T-002 | damaged_item
T-003 | payment_declined
T-004 | password_reset_missing
T-005 | password_reset_missing
T-006 | damaged_item
T-007 | damaged_item
T-008 | payment_declined
T-009 | damaged_item
T-010 | password_reset_missing
T-011 | verification_phone_old
T-012 | unexpected_fee
T-013 | tracking_stalled
T-014 | package_not_received
T-015 | payment_declined
T-016 | app_crash
T-017 | verification_phone_old
T-018 | unexpected_fee
T-019 | package_not_received
T-020 | unexpected_fee
T-021 | app_crash
T-022 | verification_phone_old
T-023 | password_reset_missing
T-024 | refund_pending
T-025 | payment_declined
T-026 | tracking_stalled
T-027 | unexpected_fee
T-028 | unexpected_fee
T-029 | payment_declined
T-030 | verification_phone_old
T-031 | tracking_stalled
T-032 | tracking_stalled
T-033 | package_not_received
T-034 | package_not_received
T-035 | app_crash
T-036 | app_crash
T-037 | duplicate_charge
T-038 | duplicate_charge
T-039 | package_not_received
T-040 |
